product,date,unit,min_price,max_price,avg_price
celery,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(akbare),,KG,,,
chilli green(bullet),,KG,,,
chilli green(machhe),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cress leaf,,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
drumstick,,KG,,,
fennel leaf,,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
french bean(rajma),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
guava,,KG,,,
gundruk,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
neuro,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pear(local),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pointed gourd(terai),,KG,,,
pomegranate,,KG,,,
potato red,,KG,,,
potato red(indian),,KG,,,
potato red(mude),,KG,,,
potato white,,KG,,,
pumpkin,,KG,,,
raddish red,,KG,,,
raddish white(hybrid),,KG,,,
raddish white(local),,KG,,,
red cabbbage,,KG,,,
sarifa,,KG,,,
smooth gourd,,KG,,,
snake gourd,,KG,,,
soyabean green,,KG,,,
spinach leaf,,KG,,,
sponge gourd,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
sword bean,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(fuji),,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
barela,,KG,,,
bitter gourd,,KG,,,
bottle gourd,,KG,,,
brd leaf mustard,,KG,,,
brinjal long,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
capsicum,,KG,,,
carrot(local),,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
cauli local(jyapu),,KG,,,
celery,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(akbare),,KG,,,
chilli green(bullet),,KG,,,
chilli green(machhe),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cress leaf,,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
french bean(rajma),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
guava,,KG,,,
gundruk,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
neuro,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pear(local),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pointed gourd(terai),,KG,,,
pomegranate,,KG,,,
potato red,,KG,,,
potato red(indian),,KG,,,
potato red(mude),,KG,,,
potato white,,KG,,,
pumpkin,,KG,,,
raddish red,,KG,,,
raddish white(hybrid),,KG,,,
raddish white(local),,KG,,,
red cabbbage,,KG,,,
sarifa,,KG,,,
smooth gourd,,KG,,,
snake gourd,,KG,,,
soyabean green,,KG,,,
spinach leaf,,KG,,,
sponge gourd,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
sword bean,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip,,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(fuji),,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
bitter gourd,,KG,,,
brd leaf mustard,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
capsicum,,KG,,,
carrot(local),,KG,,,
cauli local,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(bullet),,KG,,,
christophine,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(local),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
guava,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pear(local),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pomegranate,,KG,,,
potato red,,KG,,,
potato red(indian),,KG,,,
pumpkin,,KG,,,
raddish white(hybrid),,KG,,,
smooth gourd,,KG,,,
snake gourd,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
apple(fuji),,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
bitter gourd,,KG,,,
brd leaf mustard,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
capsicum,,KG,,,
carrot(local),,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(bullet),,KG,,,
christophine,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(local),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
ginger,,KG,,,
kiwi,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pomegranate,,KG,,,
potato red,,KG,,,
potato red(indian),,KG,,,
pumpkin,,KG,,,
raddish white(hybrid),,KG,,,
smooth gourd,,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(fuji),,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
bitter gourd,,KG,,,
brd leaf mustard,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
capsicum,,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(bullet),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(local),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
ginger,,KG,,,
guava,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(terai),,KG,,,
potato red(indian),,KG,,,
raddish white(hybrid),,KG,,,
smooth gourd,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip,,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
apple(fuji),,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
brd leaf mustard,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
carrot(local),,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(bullet),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
kiwi,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
pear(chinese),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pomegranate,,KG,,,
potato red(indian),,KG,,,
raddish white(hybrid),,KG,,,
smooth gourd,,KG,,,
spinach leaf,,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip,,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(fuji),,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
barela,,KG,,,
bitter gourd,,KG,,,
bottle gourd,,KG,,,
brd leaf mustard,,KG,,,
brinjal long,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
carrot(local),,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
cauli local(jyapu),,KG,,,
celery,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(akbare),,KG,,,
chilli green(bullet),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cress leaf,,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fennel leaf,,KG,,,
fenugreek leaf,,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
guava,,KG,,,
gundruk,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pear(local),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pointed gourd(terai),,KG,,,
pomegranate,,KG,,,
potato red(indian),,KG,,,
pumpkin,,KG,,,
smooth gourd,,KG,,,
spinach leaf,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
sword bean,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip,,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(fuji),,KG,,,
arum,,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
barela,,KG,,,
bitter gourd,,KG,,,
bottle gourd,,KG,,,
brd leaf mustard,,KG,,,
brinjal long,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
carrot(local),,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
cauli local(jyapu),,KG,,,
celery,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(akbare),,KG,,,
chilli green(bullet),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cress leaf,,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fennel leaf,,KG,,,
fenugreek leaf,,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
guava,,KG,,,
gundruk,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pear(local),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pointed gourd(terai),,KG,,,
pomegranate,,KG,,,
potato red(indian),,KG,,,
pumpkin,,KG,,,
smooth gourd,,KG,,,
soyabean green,,KG,,,
spinach leaf,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
sword bean,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip,,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(fuji),,KG,,,
arum,,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
barela,,KG,,,
bitter gourd,,KG,,,
bottle gourd,,KG,,,
brd leaf mustard,,KG,,,
brinjal long,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
capsicum,,KG,,,
carrot(local),,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
cauli local(jyapu),,KG,,,
celery,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(akbare),,KG,,,
chilli green(bullet),,KG,,,
chilli green(machhe),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cress leaf,,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fennel leaf,,KG,,,
fenugreek leaf,,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
french bean(rajma),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
guava,,KG,,,
gundruk,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
neuro,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pear(local),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pointed gourd(terai),,KG,,,
pomegranate,,KG,,,
potato red,,KG,,,
potato red(indian),,KG,,,
potato red(mude),,KG,,,
pumpkin,,KG,,,
raddish red,,KG,,,
raddish white(hybrid),,KG,,,
raddish white(local),,KG,,,
red cabbbage,,KG,,,
smooth gourd,,KG,,,
soyabean green,,KG,,,
spinach leaf,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
sword bean,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip,,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(fuji),,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
barela,,KG,,,
bitter gourd,,KG,,,
bottle gourd,,KG,,,
brd leaf mustard,,KG,,,
brinjal long,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
capsicum,,KG,,,
carrot(local),,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
cauli local(jyapu),,KG,,,
celery,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(akbare),,KG,,,
chilli green(bullet),,KG,,,
chilli green(machhe),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cress leaf,,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fennel leaf,,KG,,,
fenugreek leaf,,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
french bean(rajma),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
green peas,,KG,,,
guava,,KG,,,
gundruk,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
neuro,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pear(local),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pointed gourd(terai),,KG,,,
pomegranate,,KG,,,
potato red,,KG,,,
potato red(indian),,KG,,,
potato red(mude),,KG,,,
pumpkin,,KG,,,
raddish red,,KG,,,
raddish white(hybrid),,KG,,,
raddish white(local),,KG,,,
red cabbbage,,KG,,,
sarifa,,KG,,,
smooth gourd,,KG,,,
snake gourd,,KG,,,
soyabean green,,KG,,,
spinach leaf,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
sword bean,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip,,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(fuji),,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
barela,,KG,,,
bitter gourd,,KG,,,
bottle gourd,,KG,,,
brd leaf mustard,,KG,,,
brinjal long,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
capsicum,,KG,,,
carrot(local),,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
cauli local(jyapu),,KG,,,
celery,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(akbare),,KG,,,
chilli green(bullet),,KG,,,
chilli green(machhe),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cress leaf,,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fennel leaf,,KG,,,
fenugreek leaf,,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
french bean(rajma),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
green peas,,KG,,,
guava,,KG,,,
gundruk,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
neuro,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pointed gourd(terai),,KG,,,
pomegranate,,KG,,,
potato red,,KG,,,
potato red(indian),,KG,,,
potato red(mude),,KG,,,
pumpkin,,KG,,,
raddish red,,KG,,,
raddish white(hybrid),,KG,,,
raddish white(local),,KG,,,
red cabbbage,,KG,,,
sarifa,,KG,,,
smooth gourd,,KG,,,
snake gourd,,KG,,,
soyabean green,,KG,,,
spinach leaf,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
sword bean,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip,,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(jholey),,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bakula,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
barela,,KG,,,
bitter gourd,,KG,,,
bottle gourd,,KG,,,
brd leaf mustard,,KG,,,
brinjal long,,KG,,,
brinjal round,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
capsicum,,KG,,,
carrot(local),,KG,,,
carrot(terai),,KG,,,
cauli local,,KG,,,
cauli local(jyapu),,KG,,,
celery,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(akbare),,KG,,,
chilli green(bullet),,KG,,,
chilli green(machhe),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cress leaf,,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fennel leaf,,KG,,,
fenugreek leaf,,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
french bean(rajma),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
green peas,,KG,,,
guava,,KG,,,
gundruk,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
neuro,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
pineapple,,1 Pc,,,
pointed gourd(local),,KG,,,
pointed gourd(terai),,KG,,,
pomegranate,,KG,,,
potato red(indian),,KG,,,
potato red(mude),,KG,,,
pumpkin,,KG,,,
raddish red,,KG,,,
raddish white(hybrid),,KG,,,
raddish white(local),,KG,,,
red cabbbage,,KG,,,
sarifa,,KG,,,
smooth gourd,,KG,,,
snake gourd,,KG,,,
soyabean green,,KG,,,
spinach leaf,,KG,,,
squash(round),,KG,,,
sugarbeet,,KG,,,
sweet orange,,KG,,,
sword bean,,KG,,,
tamarind,,KG,,,
tofu,,KG,,,
tomato big(indian),,KG,,,
tomato big(nepali),,KG,,,
tomato small(local),,KG,,,
tomato small(tunnel),,KG,,,
turnip,,KG,,,
turnip a,,KG,,,
water melon(green),,KG,,,
amla,,KG,,,
apple(fuji),,KG,,,
asparagus,,KG,,,
avocado,,KG,,,
bamboo shoot,,KG,,,
banana,,Per Dozen,,,
barela,,KG,,,
bitter gourd,,KG,,,
bottle gourd,,KG,,,
brd leaf mustard,,KG,,,
brinjal long,,KG,,,
brinjal round,,KG,,,
brocauli,,KG,,,
cabbage(local),,KG,,,
capsicum,,KG,,,
carrot(local),,KG,,,
cauli local,,KG,,,
celery,,KG,,,
chilli dry,,KG,,,
chilli green,,KG,,,
chilli green(akbare),,KG,,,
chilli green(bullet),,KG,,,
chilli green(machhe),,KG,,,
christophine,,KG,,,
clive dry,,KG,,,
coriander green,,KG,,,
cow pea(long),,KG,,,
cowpea(short),,KG,,,
cress leaf,,KG,,,
cucumber(hybrid),,KG,,,
cucumber(local),,KG,,,
fennel leaf,,KG,,,
fenugreek leaf,,KG,,,
fish fresh(bachuwa),,KG,,,
fish fresh(chhadi),,KG,,,
fish fresh(mungari),,KG,,,
fish fresh(rahu),,KG,,,
french bean(hybrid),,KG,,,
french bean(local),,KG,,,
french bean(rajma),,KG,,,
garlic dry chinese,,KG,,,
garlic dry nepali,,KG,,,
garlic green,,KG,,,
ginger,,KG,,,
green peas,,KG,,,
guava,,KG,,,
gundruk,,KG,,,
kiwi,,KG,,,
lemon,,KG,,,
lettuce,,KG,,,
lime,,KG,,,
mandarin,,KG,,,
mombin,,KG,,,
mushroom(button),,KG,,,
mushroom(kanya),,KG,,,
mustard leaf,,KG,,,
neuro,,KG,,,
okara,,KG,,,
onion dry (indian),,KG,,,
onion green,,KG,,,
orange(indian),,KG,,,
papaya(indian),,KG,,,
papaya(nepali),,KG,,,
pear(chinese),,KG,,,
